"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901538","GO:1901538","changes to DNA methylation involved in embryo development","1/218","10/28943",0.0728290799198349,0.331833156796014,0.288129262146244,"Zdbf2",1
"GO:1901724","GO:1901724","positive regulation of cell proliferation involved in kidney development","1/218","10/28943",0.0728290799198349,0.331833156796014,0.288129262146244,"Egr1",1
"GO:1903242","GO:1903242","regulation of cardiac muscle hypertrophy in response to stress","1/218","10/28943",0.0728290799198349,0.331833156796014,0.288129262146244,"Mlip",1
"GO:1905150","GO:1905150","regulation of voltage-gated sodium channel activity","1/218","10/28943",0.0728290799198349,0.331833156796014,0.288129262146244,"Fgf12",1
"GO:0007528","GO:0007528","neuromuscular junction development","2/218","59/28943",0.0730694597539554,0.331833156796014,0.288129262146244,"Sorbs2/Cacnb4",2
"GO:0050775","GO:0050775","positive regulation of dendrite morphogenesis","2/218","59/28943",0.0730694597539554,0.331833156796014,0.288129262146244,"Reln/Parp6",2
"GO:0042476","GO:0042476","odontogenesis","3/218","129/28943",0.0740496232874627,0.334965648870934,0.290849191157981,"Dlx1/Wnt10a/Src",3
"GO:0060996","GO:0060996","dendritic spine development","3/218","129/28943",0.0740496232874627,0.334965648870934,0.290849191157981,"Reln/Arc/Fstl4",3
"GO:0060632","GO:0060632","regulation of microtubule-based movement","2/218","60/28943",0.075226243592499,0.339622199545783,0.294892453510198,"Nefh/Gas2l2",2
"GO:0071695","GO:0071695","anatomical structure maturation","5/218","299/28943",0.0764783727575922,0.341019523335178,0.296105743575317,"Catsperz/Barx2/Kcnip2/Cabyr/Grin1",5
"GO:0021575","GO:0021575","hindbrain morphogenesis","2/218","61/28943",0.0774031803149813,0.341019523335178,0.296105743575317,"Atp2b2/Dab1",2
"GO:0140115","GO:0140115","export across plasma membrane","2/218","61/28943",0.0774031803149813,0.341019523335178,0.296105743575317,"Kcnip2/Kcnh2",2
"GO:0031669","GO:0031669","cellular response to nutrient levels","4/218","213/28943",0.0779643409101946,0.341019523335178,0.296105743575317,"Elapor1/Cartpt/Cadps2/Map1lc3a",4
"GO:0007127","GO:0007127","meiosis I","3/218","133/28943",0.0795023108195012,0.341019523335178,0.296105743575317,"Chtf18/Mei1/Brdt",3
"GO:0031102","GO:0031102","neuron projection regeneration","2/218","62/28943",0.0795998473009283,0.341019523335178,0.296105743575317,"Nefh/Nefl",2
"GO:0005513","GO:0005513","detection of calcium ion","1/218","11/28943",0.079814987381124,0.341019523335178,0.296105743575317,"Syt1",1
"GO:0006646","GO:0006646","phosphatidylethanolamine biosynthetic process","1/218","11/28943",0.079814987381124,0.341019523335178,0.296105743575317,"Etnk2",1
"GO:0010612","GO:0010612","regulation of cardiac muscle adaptation","1/218","11/28943",0.079814987381124,0.341019523335178,0.296105743575317,"Mlip",1
"GO:0021892","GO:0021892","cerebral cortex GABAergic interneuron differentiation","1/218","11/28943",0.079814987381124,0.341019523335178,0.296105743575317,"Dlx1",1
"GO:0034351","GO:0034351","negative regulation of glial cell apoptotic process","1/218","11/28943",0.079814987381124,0.341019523335178,0.296105743575317,"Prkca",1
"GO:0036135","GO:0036135","Schwann cell migration","1/218","11/28943",0.079814987381124,0.341019523335178,0.296105743575317,"Grin1",1
"GO:0043482","GO:0043482","cellular pigment accumulation","1/218","11/28943",0.079814987381124,0.341019523335178,0.296105743575317,"Shroom2",1
"GO:0043568","GO:0043568","positive regulation of insulin-like growth factor receptor signaling pathway","1/218","11/28943",0.079814987381124,0.341019523335178,0.296105743575317,"Myorg",1
"GO:0048149","GO:0048149","behavioral response to ethanol","1/218","11/28943",0.079814987381124,0.341019523335178,0.296105743575317,"Crhr1",1
"GO:0048318","GO:0048318","axial mesoderm development","1/218","11/28943",0.079814987381124,0.341019523335178,0.296105743575317,"Nog",1
"GO:0051458","GO:0051458","corticotropin secretion","1/218","11/28943",0.079814987381124,0.341019523335178,0.296105743575317,"Crhr1",1
"GO:0072584","GO:0072584","caveolin-mediated endocytosis","1/218","11/28943",0.079814987381124,0.341019523335178,0.296105743575317,"Src",1
"GO:0086016","GO:0086016","AV node cell action potential","1/218","11/28943",0.079814987381124,0.341019523335178,0.296105743575317,"Scn4b",1
"GO:0086027","GO:0086027","AV node cell to bundle of His cell signaling","1/218","11/28943",0.079814987381124,0.341019523335178,0.296105743575317,"Scn4b",1
"GO:1902513","GO:1902513","regulation of organelle transport along microtubule","1/218","11/28943",0.079814987381124,0.341019523335178,0.296105743575317,"Nefh",1
"GO:1990504","GO:1990504","dense core granule exocytosis","1/218","11/28943",0.079814987381124,0.341019523335178,0.296105743575317,"Cadps2",1
"GO:0031032","GO:0031032","actomyosin structure organization","4/218","215/28943",0.0800519475029425,0.341019523335178,0.296105743575317,"Tcap/Mylk3/Tnnt1/Src",4
"GO:0007389","GO:0007389","pattern specification process","7/218","493/28943",0.0804719310709085,0.341019523335178,0.296105743575317,"Tcap/Reln/Dlx1/Emx1/Arc/Nog/Tbr1",7
"GO:0032535","GO:0032535","regulation of cellular component size","6/218","398/28943",0.0815318488078478,0.341019523335178,0.296105743575317,"Nefm/Shroom2/Atp2b2/Nefl/Fstl4/Dcx",6
"GO:0050769","GO:0050769","positive regulation of neurogenesis","5/218","305/28943",0.0816258875624821,0.341019523335178,0.296105743575317,"Reln/Nefl/Parp6/Nog/Dcx",5
"GO:0010171","GO:0010171","body morphogenesis","2/218","63/28943",0.0818158271001352,0.341019523335178,0.296105743575317,"Crispld1/Nog",2
"GO:0042446","GO:0042446","hormone biosynthetic process","2/218","63/28943",0.0818158271001352,0.341019523335178,0.296105743575317,"Cyp11a1/Egr1",2
"GO:0042698","GO:0042698","ovulation cycle","2/218","63/28943",0.0818158271001352,0.341019523335178,0.296105743575317,"Egr1/Src",2
"GO:0060324","GO:0060324","face development","2/218","63/28943",0.0818158271001352,0.341019523335178,0.296105743575317,"Crispld1/Nog",2
"GO:0031503","GO:0031503","protein-containing complex localization","4/218","217/28943",0.0821671862997477,0.341019523335178,0.296105743575317,"Lca5/Reln/Cplx1/Arc",4
"GO:1901214","GO:1901214","regulation of neuron death","6/218","399/28943",0.0822855577180613,0.341019523335178,0.296105743575317,"Gabrb2/Crhr1/Dlx1/Egr1/Nefl/Grin1",6
"GO:0009791","GO:0009791","post-embryonic development","3/218","135/28943",0.0822926075696824,0.341019523335178,0.296105743575317,"Etnk2/Emx1/Gabrg2",3
"GO:0014013","GO:0014013","regulation of gliogenesis","3/218","135/28943",0.0822926075696824,0.341019523335178,0.296105743575317,"Dlx1/Dab1/Nog",3
"GO:0048511","GO:0048511","rhythmic process","5/218","306/28943",0.0825013865562704,0.341019523335178,0.296105743575317,"Cartpt/Rorb/Egr1/Src/Grin1",5
"GO:0008652","GO:0008652","cellular amino acid biosynthetic process","2/218","64/28943",0.0840507073793558,0.341019523335178,0.296105743575317,"Gls2/Gad1",2
"GO:0009064","GO:0009064","glutamine family amino acid metabolic process","2/218","64/28943",0.0840507073793558,0.341019523335178,0.296105743575317,"Gls2/Gad1",2
"GO:0060538","GO:0060538","skeletal muscle organ development","4/218","219/28943",0.084309861861923,0.341019523335178,0.296105743575317,"Barx2/Nr4a1/Egr1/Myorg",4
"GO:0055076","GO:0055076","transition metal ion homeostasis","3/218","137/28943",0.0851247041585475,0.341019523335178,0.296105743575317,"Ccdc22/Ank1/Ankrd9",3
"GO:0061982","GO:0061982","meiosis I cell cycle process","3/218","137/28943",0.0851247041585475,0.341019523335178,0.296105743575317,"Chtf18/Mei1/Brdt",3
"GO:0019932","GO:0019932","second-messenger-mediated signaling","5/218","309/28943",0.0851578308588665,0.341019523335178,0.296105743575317,"Crhr1/Pde11a/Cabyr/Rnf157/Camkk2",5
"GO:0006820","GO:0006820","anion transport","7/218","500/28943",0.0851829441525352,0.341019523335178,0.296105743575317,"Gabrb2/Slc17a6/Gabra1/Gabrd/Prkca/Cacnb4/Gabrg2",7
"GO:0009306","GO:0009306","protein secretion","6/218","404/28943",0.0861124541194418,0.341019523335178,0.296105743575317,"Cbln4/Pcsk1/Cartpt/Exph5/Cplx1/Rims2",6
"GO:0048278","GO:0048278","vesicle docking","2/218","65/28943",0.0863040808694963,0.341019523335178,0.296105743575317,"Rims2/Syt1",2
"GO:0060119","GO:0060119","inner ear receptor cell development","2/218","65/28943",0.0863040808694963,0.341019523335178,0.296105743575317,"Gabrb2/Atp2b2",2
"GO:0098930","GO:0098930","axonal transport","2/218","65/28943",0.0863040808694963,0.341019523335178,0.296105743575317,"Tmem108/Nefl",2
"GO:0008277","GO:0008277","regulation of G protein-coupled receptor signaling pathway","3/218","138/28943",0.0865562282051711,0.341019523335178,0.296105743575317,"Gas2l2/Rnf157/Rgs6",3
"GO:0007341","GO:0007341","penetration of zona pellucida","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Dkkl1",1
"GO:0010649","GO:0010649","regulation of cell communication by electrical coupling","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Cabp1",1
"GO:0021683","GO:0021683","cerebellar granular layer morphogenesis","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Atp2b2",1
"GO:0034650","GO:0034650","cortisol metabolic process","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Cyp11a1",1
"GO:0042447","GO:0042447","hormone catabolic process","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Akr1c18",1
"GO:0042994","GO:0042994","cytoplasmic sequestering of transcription factor","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Ccdc22",1
"GO:0043476","GO:0043476","pigment accumulation","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Shroom2",1
"GO:0043650","GO:0043650","dicarboxylic acid biosynthetic process","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Gls2",1
"GO:0045141","GO:0045141","meiotic telomere clustering","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Mei1",1
"GO:0051971","GO:0051971","positive regulation of transmission of nerve impulse","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Cartpt",1
"GO:0061418","GO:0061418","regulation of transcription from RNA polymerase II promoter in response to hypoxia","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Egr1",1
"GO:0061626","GO:0061626","pharyngeal arch artery morphogenesis","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Nog",1
"GO:0070213","GO:0070213","protein auto-ADP-ribosylation","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Parp6",1
"GO:0072124","GO:0072124","regulation of glomerular mesangial cell proliferation","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Egr1",1
"GO:0086013","GO:0086013","membrane repolarization during cardiac muscle cell action potential","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Kcnh2",1
"GO:0090184","GO:0090184","positive regulation of kidney development","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Nog",1
"GO:0090394","GO:0090394","negative regulation of excitatory postsynaptic potential","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Tmem25",1
"GO:0098762","GO:0098762","meiotic cell cycle phase","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Mei1",1
"GO:0098764","GO:0098764","meiosis I cell cycle phase","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Mei1",1
"GO:0099004","GO:0099004","calmodulin dependent kinase signaling pathway","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Camkk2",1
"GO:0140289","GO:0140289","protein mono-ADP-ribosylation","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Parp6",1
"GO:1902947","GO:1902947","regulation of tau-protein kinase activity","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Egr1",1
"GO:1903960","GO:1903960","negative regulation of anion transmembrane transport","1/218","12/28943",0.0867484981218581,0.341019523335178,0.296105743575317,"Prkca",1
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region","6/218","405/28943",0.0868894721383985,0.341019523335178,0.296105743575317,"Cbln4/Pcsk1/Cartpt/Exph5/Cplx1/Rims2",6
"GO:1901888","GO:1901888","regulation of cell junction assembly","4/218","222/28943",0.0875748754510338,0.341019523335178,0.296105743575317,"Syndig1/Prkca/Src/Grin1",4
"GO:0034754","GO:0034754","cellular hormone metabolic process","3/218","139/28943",0.0879979620759324,0.341019523335178,0.296105743575317,"Akr1c18/Cyp11a1/Egr1",3
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","6/218","407/28943",0.0884551081034159,0.341019523335178,0.296105743575317,"Vwc2/Fgf9/Dlx1/Egr1/Src/Nog",6
"GO:0032835","GO:0032835","glomerulus development","2/218","66/28943",0.0885755453133075,0.341019523335178,0.296105743575317,"Egr1/Nog",2
"GO:0042461","GO:0042461","photoreceptor cell development","2/218","66/28943",0.0885755453133075,0.341019523335178,0.296105743575317,"Rorb/Dcx",2
"GO:0060038","GO:0060038","cardiac muscle cell proliferation","2/218","66/28943",0.0885755453133075,0.341019523335178,0.296105743575317,"Fgf9/Nog",2
"GO:1903307","GO:1903307","positive regulation of regulated secretory pathway","2/218","66/28943",0.0885755453133075,0.341019523335178,0.296105743575317,"Crhr1/Syt1",2
"GO:0030177","GO:0030177","positive regulation of Wnt signaling pathway","3/218","140/28943",0.0894498246058569,0.341019523335178,0.296105743575317,"Rspo1/Fgf9/Src",3
"GO:0031623","GO:0031623","receptor internalization","3/218","140/28943",0.0894498246058569,0.341019523335178,0.296105743575317,"Rspo1/Ankrd13d/Arc",3
"GO:0001649","GO:0001649","osteoblast differentiation","4/218","225/28943",0.0909004570203365,0.341019523335178,0.296105743575317,"Nell1/Fgf9/Rorb/Nog",4
"GO:0071692","GO:0071692","protein localization to extracellular region","6/218","411/28943",0.0916326316177187,0.341019523335178,0.296105743575317,"Cbln4/Pcsk1/Cartpt/Exph5/Cplx1/Rims2",6
"GO:0006690","GO:0006690","icosanoid metabolic process","3/218","142/28943",0.0923836085006815,0.341019523335178,0.296105743575317,"Akr1c18/Mgst3/Cyp4f15",3
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","4/218","227/28943",0.0931507962016826,0.341019523335178,0.296105743575317,"Dusp15/Prkca/Src/Mturn",4
"GO:0019098","GO:0019098","reproductive behavior","2/218","68/28943",0.093171162781787,0.341019523335178,0.296105743575317,"Cyp11a1/Grin1",2
"GO:0050771","GO:0050771","negative regulation of axonogenesis","2/218","68/28943",0.093171162781787,0.341019523335178,0.296105743575317,"Fstl4/Dab1",2
"GO:0098900","GO:0098900","regulation of action potential","2/218","68/28943",0.093171162781787,0.341019523335178,0.296105743575317,"Kcnab2/Fgf12",2
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","5/218","318/28943",0.0933942064534206,0.341019523335178,0.296105743575317,"Tmem108/Vwc2/Fgf9/Dlx1/Nog",5
"GO:0000279","GO:0000279","M phase","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Mei1",1
"GO:0007213","GO:0007213","G protein-coupled acetylcholine receptor signaling pathway","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Chrm2",1
"GO:0009084","GO:0009084","glutamine family amino acid biosynthetic process","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Gls2",1
"GO:0014745","GO:0014745","negative regulation of muscle adaptation","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Mlip",1
"GO:0019370","GO:0019370","leukotriene biosynthetic process","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Mgst3",1
"GO:0021860","GO:0021860","pyramidal neuron development","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Dcx",1
"GO:0030949","GO:0030949","positive regulation of vascular endothelial growth factor receptor signaling pathway","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Fgf9",1
"GO:0033689","GO:0033689","negative regulation of osteoblast proliferation","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Nell1",1
"GO:0034397","GO:0034397","telomere localization","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Mei1",1
"GO:0042136","GO:0042136","neurotransmitter biosynthetic process","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Gad1",1
"GO:0048537","GO:0048537","mucosa-associated lymphoid tissue development","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Cacnb4",1
"GO:0048541","GO:0048541","Peyer's patch development","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Cacnb4",1
"GO:0048570","GO:0048570","notochord morphogenesis","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Nog",1
"GO:0048672","GO:0048672","positive regulation of collateral sprouting","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Dcx",1
"GO:0048934","GO:0048934","peripheral nervous system neuron differentiation","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Nefh",1
"GO:0048935","GO:0048935","peripheral nervous system neuron development","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Nefh",1
"GO:0051974","GO:0051974","negative regulation of telomerase activity","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Src",1
"GO:0060179","GO:0060179","male mating behavior","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Grin1",1
"GO:0060272","GO:0060272","embryonic skeletal joint morphogenesis","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Nog",1
"GO:0060394","GO:0060394","negative regulation of pathway-restricted SMAD protein phosphorylation","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Nog",1
"GO:0060601","GO:0060601","lateral sprouting from an epithelium","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Nog",1
"GO:0070091","GO:0070091","glucagon secretion","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Cartpt",1
"GO:0070092","GO:0070092","regulation of glucagon secretion","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Cartpt",1
"GO:0071803","GO:0071803","positive regulation of podosome assembly","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Src",1
"GO:0072110","GO:0072110","glomerular mesangial cell proliferation","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Egr1",1
"GO:0086067","GO:0086067","AV node cell to bundle of His cell communication","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Scn4b",1
"GO:0090220","GO:0090220","chromosome localization to nuclear envelope involved in homologous chromosome segregation","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Mei1",1
"GO:1900121","GO:1900121","negative regulation of receptor binding","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Nog",1
"GO:1902667","GO:1902667","regulation of axon guidance","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Tbr1",1
"GO:1902950","GO:1902950","regulation of dendritic spine maintenance","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Grin1",1
"GO:1903977","GO:1903977","positive regulation of glial cell migration","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Grin1",1
"GO:2000672","GO:2000672","negative regulation of motor neuron apoptotic process","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Nefl",1
"GO:2000849","GO:2000849","regulation of glucocorticoid secretion","1/218","13/28943",0.0936300033380426,0.341019523335178,0.296105743575317,"Crhr1",1
"GO:0030326","GO:0030326","embryonic limb morphogenesis","3/218","143/28943",0.0938653651139308,0.341019523335178,0.296105743575317,"Fgf9/Lnpk/Nog",3
"GO:0035113","GO:0035113","embryonic appendage morphogenesis","3/218","143/28943",0.0938653651139308,0.341019523335178,0.296105743575317,"Fgf9/Lnpk/Nog",3
"GO:0035270","GO:0035270","endocrine system development","3/218","143/28943",0.0938653651139308,0.341019523335178,0.296105743575317,"Crhr1/Pou3f2/Nog",3
"GO:0045668","GO:0045668","negative regulation of osteoblast differentiation","2/218","69/28943",0.0954945358873179,0.342841670520109,0.297687905915529,"Rorb/Nog",2
"GO:1901653","GO:1901653","cellular response to peptide","5/218","322/28943",0.0971817865840206,0.342841670520109,0.297687905915529,"Cyp11a1/Crhr1/Nr4a1/Prkca/Src",5
"GO:0045600","GO:0045600","positive regulation of fat cell differentiation","2/218","70/28943",0.0978344400070546,0.342841670520109,0.297687905915529,"Dkkl1/Frzb",2
"GO:0050885","GO:0050885","neuromuscular process controlling balance","2/218","70/28943",0.0978344400070546,0.342841670520109,0.297687905915529,"Atp2b2/Nefl",2
"GO:0061337","GO:0061337","cardiac conduction","2/218","70/28943",0.0978344400070546,0.342841670520109,0.297687905915529,"Scn4b/Kcnh2",2
"GO:0002065","GO:0002065","columnar/cuboidal epithelial cell differentiation","3/218","146/28943",0.0983690958572015,0.342841670520109,0.297687905915529,"Pou3f2/Emx1/Src",3
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","4/218","232/28943",0.0988914785399868,0.342841670520109,0.297687905915529,"Fgf9/Nr4a1/Prkca/Nog",4
"GO:0048706","GO:0048706","embryonic skeletal system development","3/218","147/28943",0.0998895468614432,0.342841670520109,0.297687905915529,"Fgf9/Dlx1/Nog",3
"GO:0090101","GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","3/218","147/28943",0.0998895468614432,0.342841670520109,0.297687905915529,"Vwc2/Dlx1/Nog",3
"GO:0042733","GO:0042733","embryonic digit morphogenesis","2/218","71/28943",0.100190497175529,0.342841670520109,0.297687905915529,"Lnpk/Nog",2
"GO:0001840","GO:0001840","neural plate development","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Nog",1
"GO:0010359","GO:0010359","regulation of anion channel activity","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Prkca",1
"GO:0010936","GO:0010936","negative regulation of macrophage cytokine production","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Atg9a",1
"GO:0010940","GO:0010940","positive regulation of necrotic cell death","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Atg9a",1
"GO:0016081","GO:0016081","synaptic vesicle docking","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Rims2",1
"GO:0030432","GO:0030432","peristalsis","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Npy1r",1
"GO:0032099","GO:0032099","negative regulation of appetite","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Cartpt",1
"GO:0034244","GO:0034244","negative regulation of transcription elongation by RNA polymerase II","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Supt4a",1
"GO:0035791","GO:0035791","platelet-derived growth factor receptor-beta signaling pathway","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Src",1
"GO:0042363","GO:0042363","fat-soluble vitamin catabolic process","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Cyp4f15",1
"GO:0042487","GO:0042487","regulation of odontogenesis of dentin-containing tooth","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Wnt10a",1
"GO:0042983","GO:0042983","amyloid precursor protein biosynthetic process","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Necab3",1
"GO:0042984","GO:0042984","regulation of amyloid precursor protein biosynthetic process","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Necab3",1
"GO:0043649","GO:0043649","dicarboxylic acid catabolic process","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Gad1",1
"GO:0045161","GO:0045161","neuronal ion channel clustering","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Kcnip2",1
"GO:0045176","GO:0045176","apical protein localization","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Shroom2",1
"GO:0046058","GO:0046058","cAMP metabolic process","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Cacnb4",1
"GO:0046548","GO:0046548","retinal rod cell development","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Rorb",1
"GO:0046886","GO:0046886","positive regulation of hormone biosynthetic process","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Egr1",1
"GO:0048505","GO:0048505","regulation of timing of cell differentiation","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Fgf9",1
"GO:0048733","GO:0048733","sebaceous gland development","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Wnt10a",1
"GO:0051764","GO:0051764","actin crosslink formation","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Gas2l2",1
"GO:0071027","GO:0071027","nuclear RNA surveillance","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Dxo",1
"GO:0071340","GO:0071340","skeletal muscle acetylcholine-gated channel clustering","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Sorbs2",1
"GO:0072172","GO:0072172","mesonephric tubule formation","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Nog",1
"GO:0072224","GO:0072224","metanephric glomerulus development","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Egr1",1
"GO:0098908","GO:0098908","regulation of neuronal action potential","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Fgf12",1
"GO:1900262","GO:1900262","regulation of DNA-directed DNA polymerase activity","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Chtf18",1
"GO:1900264","GO:1900264","positive regulation of DNA-directed DNA polymerase activity","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Chtf18",1
"GO:1905063","GO:1905063","regulation of vascular associated smooth muscle cell differentiation","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Fgf9",1
"GO:2000052","GO:2000052","positive regulation of non-canonical Wnt signaling pathway","1/218","14/28943",0.10045989131842,0.342841670520109,0.297687905915529,"Rspo1",1
"GO:0097305","GO:0097305","response to alcohol","4/218","234/28943",0.101233064672463,0.344969985523446,0.299535912418095,"Crhr1/Npas4/Prkca/Grin1",4
"GO:0021536","GO:0021536","diencephalon development","2/218","72/28943",0.102562334135514,0.346937397141686,0.301244207223156,"Pou3f2/Nog",2
"GO:0032922","GO:0032922","circadian regulation of gene expression","2/218","72/28943",0.102562334135514,0.346937397141686,0.301244207223156,"Cartpt/Egr1",2
"GO:0048678","GO:0048678","response to axon injury","2/218","72/28943",0.102562334135514,0.346937397141686,0.301244207223156,"Nefh/Nefl",2
"GO:0055008","GO:0055008","cardiac muscle tissue morphogenesis","2/218","72/28943",0.102562334135514,0.346937397141686,0.301244207223156,"Tcap/Nog",2
"GO:1904705","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","2/218","72/28943",0.102562334135514,0.346937397141686,0.301244207223156,"Fgf9/Src",2
"GO:0006875","GO:0006875","cellular metal ion homeostasis","6/218","425/28943",0.10323453204599,0.348327400473394,0.302451140967248,"Ccdc22/Ankrd9/Prkca/Cacnb4/Atp2b2/Grin1",6
"GO:0051402","GO:0051402","neuron apoptotic process","5/218","329/28943",0.103994760659399,0.348327400473394,0.302451140967248,"Gabrb2/Dlx1/Egr1/Nefl/Grin1",5
"GO:0019233","GO:0019233","sensory perception of pain","3/218","150/28943",0.104507337636345,0.348327400473394,0.302451140967248,"Scn1a/Npy1r/Grin1",3
